|  Class   | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.2668    |     0.2221     |       0.3547       |        0.329        |    0.4775    |     0.3452     |       0.4298       |        0.393        |     153      |       71      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.1669    |     0.1516     |       0.4304       |        0.4026       |    0.1161    |     0.0896     |       0.4308       |        0.4172       |     153      |       70      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.2977    |     0.3001     |       0.4187       |        0.3998       |    0.5268    |     0.5098     |       0.4621       |        0.4463       |     153      |       72      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.9569    |     0.8904     |       0.484        |        0.4624       |    0.7176    |     0.6854     |       0.3879       |        0.3701       |     153      |       87      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.346     |     0.2982     |       0.7693       |        0.7415       |    0.2373    |     0.216      |       0.8102       |        0.7779       |     153      |       80      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |    0.0333    |     0.0202     |       0.677        |        0.6285       |    0.5435    |     0.261      |       0.7531       |        0.7041       |     153      |       82      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.2022    |     0.1303     |       0.525        |        0.4737       |    0.6712    |     0.3519     |       0.8178       |        0.7004       |     153      |       75      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.028     |     0.0186     |       0.531        |        0.464        |    0.4914    |     0.237      |       0.8511       |        0.7857       |     153      |       69      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.745     |     0.6801     |       0.8748       |        0.8247       |    0.3953    |     0.3606     |       0.7493       |        0.6709       |     153      |       70      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.9137    |     0.796      |       0.8391       |        0.7977       |    0.5451    |     0.5433     |       0.7775       |        0.6845       |     153      |       74      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.6691    |     0.5158     |       0.7943       |        0.7563       |    0.612     |     0.4608     |       0.533        |         0.49        |     153      |       85      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |    0.0744    |     0.0562     |       0.8023       |        0.7516       |    0.133     |     0.0748     |       0.8525       |        0.7903       |     153      |       73      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |     0.0      |     0.0005     |       0.4701       |        0.4244       |    0.0042    |     0.0035     |       0.5182       |        0.4742       |     153      |       85      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.0124    |     0.0101     |       0.578        |        0.5264       |    0.0031    |     0.0025     |       0.5054       |        0.4494       |     153      |       68      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.6751    |     0.628      |       0.7569       |        0.7224       |    0.7323    |     0.6547     |       0.8983       |        0.8519       |     153      |       75      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.9039    |     0.7882     |       0.7925       |        0.7655       |    0.898     |     0.7582     |       0.8036       |        0.7511       |     153      |       73      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.4274    |     0.363      |       0.9208       |        0.9164       |    0.4202    |     0.3545     |       0.9028       |        0.9015       |     153      |       87      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |    0.4113    |     0.3932     |       0.9261       |        0.9091       |    0.4063    |     0.387      |       0.9315       |        0.9252       |     153      |       78      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.4826    |     0.4578     |       0.941        |         0.93        |    0.4851    |     0.4625     |       0.9357       |        0.9309       |     153      |       75      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.365     |     0.3513     |       0.9326       |        0.9242       |    0.365     |     0.3474     |       0.9257       |        0.9216       |     153      |       73      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.2279    |     0.2077     |       0.927        |        0.9242       |    0.2297    |     0.2082     |       0.8959       |        0.8924       |     153      |       82      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.1333    |     0.1148     |       0.6669       |        0.6588       |    0.1333    |     0.1143     |       0.6346       |        0.6272       |     153      |       74      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+



AG_news gpt2 layer 20%

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |    0.9452    |     0.9346     |       0.9552       |        0.9406       |    0.8814    |     0.8608     |       0.9392       |        0.9191       |     153      |       57      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.9862    |     0.9754     |       0.9426       |        0.9271       |    0.9758    |     0.9635     |       0.9101       |        0.8891       |     153      |       65      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.9007    |     0.8843     |       0.9666       |        0.954        |    0.8781    |     0.8567     |       0.9422       |        0.9225       |     153      |       58      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.9739    |     0.9572     |       0.9397       |        0.9271       |    0.9716    |     0.9463     |       0.9086       |        0.8913       |     153      |       52      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |    0.8173    |     0.7691     |       0.9131       |        0.8733       |    0.823     |     0.7613     |       0.6903       |        0.6545       |     153      |       68      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.8835    |     0.817      |       0.8724       |        0.8304       |    0.5571    |     0.5186     |       0.6813       |        0.6456       |     153      |       69      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.9041    |     0.8664     |       0.9108       |        0.8634       |    0.954     |     0.8977     |       0.495        |        0.4678       |     153      |       65      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.8372    |     0.7678     |       0.8878       |        0.8351       |    0.2685    |     0.2733     |       0.7056       |        0.6492       |     153      |       74      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |    0.8166    |     0.7827     |       0.9404       |        0.9089       |    0.4484    |     0.4204     |       0.8194       |        0.7607       |     153      |       71      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.9532    |     0.9228     |       0.9156       |        0.8886       |    0.6802    |     0.6101     |       0.7473       |        0.7023       |     153      |       70      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.8691    |     0.8359     |       0.9399       |        0.9097       |    0.6933    |     0.661      |       0.6791       |        0.6349       |     153      |       64      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.9374    |     0.8956     |       0.906        |        0.8748       |    0.9688    |     0.9281     |       0.5784       |        0.5429       |     153      |       63      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |    0.8934    |     0.8756     |       0.9325       |        0.9056       |    0.7498    |     0.6728     |       0.8133       |        0.7723       |     153      |       67      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.9459    |     0.9183     |       0.9194       |        0.8931       |    0.7725    |     0.7028     |       0.7878       |        0.7449       |     153      |       64      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.8873    |     0.853      |       0.9474       |        0.9248       |    0.7724    |     0.7306     |       0.8613       |        0.8166       |     153      |       63      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.9193    |     0.8837     |       0.9298       |        0.9078       |    0.877     |     0.8374     |       0.8412       |        0.7934       |     153      |       49      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |    0.7552    |     0.7417     |       0.9117       |        0.8855       |    0.2445    |     0.2232     |       0.6173       |        0.5794       |     153      |       64      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.8759    |     0.8446     |       0.8712       |        0.848        |    0.3578    |     0.3066     |       0.3863       |        0.367        |     153      |       61      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.8289    |     0.7905     |       0.915        |        0.8978       |    0.6523    |     0.5941     |       0.5812       |        0.5456       |     153      |       63      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.9254    |     0.9001     |       0.8898       |        0.868        |    0.5612    |     0.5348     |       0.6151       |        0.5686       |     153      |       52      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |    0.5967    |     0.5859     |       0.865        |        0.846        |    0.3075    |     0.2794     |       0.705        |        0.6671       |     153      |       66      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.7962    |     0.7783     |       0.8669       |        0.8457       |    0.2618    |     0.2253     |       0.4552       |        0.4249       |     153      |       74      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.7649    |     0.7263     |       0.8232       |        0.8135       |    0.6232    |     0.5262     |       0.4922       |        0.4575       |     153      |       64      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.9255    |     0.9086     |       0.8218       |        0.7996       |    0.6947    |     0.6599     |       0.4991       |        0.4378       |     153      |       56      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |    0.6239    |     0.5718     |       0.8169       |        0.8009       |    0.3095    |     0.2384     |       0.5232       |        0.4742       |     153      |       65      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.5789    |     0.5628     |       0.8408       |        0.8145       |    0.2478    |     0.2169     |       0.5049       |        0.4307       |     153      |       77      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.8004    |     0.7653     |       0.8839       |        0.865        |    0.6882    |     0.5944     |        0.46        |        0.3976       |     153      |       79      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.9177    |     0.9033     |       0.8208       |        0.7994       |    0.3771    |     0.3412     |       0.595        |        0.5325       |     153      |       64      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |    0.3442    |     0.3265     |       0.7329       |        0.7254       |    0.3883    |     0.271      |       0.5758       |        0.4885       |     153      |       65      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.464     |     0.4308     |       0.7675       |        0.752        |    0.3466    |     0.184      |       0.5326       |        0.442        |     153      |       79      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.7265    |     0.6934     |       0.8058       |        0.7958       |    0.7025    |     0.4367     |       0.3803       |        0.2886       |     153      |       82      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.944     |     0.9247     |       0.7252       |        0.7057       |    0.1948    |     0.1545     |       0.5341       |        0.3577       |     153      |       75      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |     0.17     |     0.155      |       0.6015       |        0.6009       |    0.2203    |     0.1047     |       0.5208       |        0.4678       |     153      |       67      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.2019    |     0.1971     |       0.6375       |        0.6344       |    0.3075    |     0.1993     |       0.5147       |        0.4776       |     153      |       74      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.3683    |     0.3619     |       0.8805       |        0.8712       |    0.612     |     0.4936     |       0.5005       |        0.3618       |     153      |       86      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.9903    |     0.9872     |       0.6385       |        0.631        |    0.1886    |     0.1703     |       0.3707       |        0.2871       |     153      |       78      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |    0.4081    |     0.3782     |       0.7797       |        0.773        |    0.7483    |     0.5457     |       0.7344       |        0.7017       |     153      |       54      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.7322    |     0.5784     |        0.88        |        0.8655       |    0.7857    |     0.3625     |       0.6472       |        0.585        |     153      |       75      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.5107    |     0.486      |       0.9616       |        0.9545       |    0.751     |     0.5348     |       0.7792       |        0.6795       |     153      |       91      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.9914    |     0.9879     |       0.8052       |        0.7885       |    0.5603    |     0.4883     |       0.8178       |        0.7644       |     153      |       70      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |    0.0989    |     0.098      |       0.4822       |        0.4852       |    0.2172    |     0.2092     |       0.5198       |        0.5206       |     153      |       64      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.2712    |     0.2548     |       0.7971       |        0.7897       |    0.2253    |     0.1987     |       0.8066       |        0.7981       |     153      |       79      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.1393    |     0.1425     |       0.8377       |        0.8376       |    0.5399    |     0.4934     |       0.8503       |        0.8426       |     153      |       82      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.998     |     0.9977     |       0.6391       |        0.6353       |    0.9897    |     0.9874     |       0.6982       |        0.6825       |     153      |       77      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9684    |      0.963      |        0.9624       |        0.947         |    0.9189    |     0.9121     |       0.9192       |        0.9173       |    0.9209    |     0.9165     |       0.8136       |        0.8143       |     153      |       43      |
| Class 1 |     0.9927    |      0.9888     |        0.9542       |        0.9383        |    0.9476    |     0.9421     |       0.928        |        0.9199       |    0.9498    |     0.9484     |       0.6548       |        0.6551       |     153      |       60      |
| Class 2 |     0.9341    |      0.9151     |        0.9736       |        0.9627        |    0.8956    |     0.888      |       0.8898       |        0.8832       |    0.9011    |     0.8969     |       0.8623       |        0.8581       |     153      |       86      |
| Class 3 |     0.9596    |      0.9362     |        0.9654       |        0.956         |    0.0882    |     0.0876     |       0.9734       |        0.9478       |    0.0518    |     0.0561     |       0.9748       |        0.9741       |     153      |       82      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+



+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersection |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
| Class 0 |     0.9694    |      0.9559     |        0.913        |        0.9032        |    0.6466    |     0.5588     |       0.917        |        0.8779       |    0.2741    |     0.2051     |       0.7877       |        0.7789       |     230      |      46      |
| Class 1 |     0.9385    |      0.9382     |        0.9248       |        0.9085        |    0.9212    |     0.903      |       0.9034       |        0.8817       |    0.0591    |     0.0565     |       0.9059       |        0.8994       |     230      |      56      |
| Class 2 |     0.9021    |      0.8718     |        0.9318       |        0.9226        |    0.6154    |     0.5586     |       0.8174       |        0.783        |    0.1259    |     0.1362     |       0.9025       |        0.8904       |     230      |      50      |
| Class 3 |     0.9097    |      0.9055     |        0.9325       |        0.9206        |    0.9507    |     0.9209     |       0.9146       |        0.8475       |    0.1971    |     0.1914     |       0.9264       |        0.9138       |     230      |      67      |
| Class 4 |     0.869     |      0.8537     |        0.9378       |        0.9274        |    0.8138    |     0.7904     |       0.9346       |        0.893        |    0.1149    |     0.1006     |       0.6973       |        0.6796       |     230      |      64      |
| Class 5 |     0.8571    |      0.7979     |        0.9321       |        0.9229        |    0.3968    |     0.4028     |       0.9067       |        0.8079       |    0.2698    |     0.1968     |       0.631        |        0.615        |     230      |      61      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9604    |      0.9349     |        0.9006       |        0.8514        |    0.8864    |     0.8268     |       0.8901       |        0.8259       |    0.4544    |     0.3916     |       0.7174       |        0.6638       |     230      |       86      |
| Class 1 |     0.9424    |      0.9041     |        0.905        |        0.8605        |    0.9698    |     0.9174     |       0.8552       |        0.7871       |    0.9942    |     0.9153     |       0.4667       |         0.42        |     230      |       88      |
| Class 2 |     0.8239    |      0.7226     |        0.9261       |        0.8888        |    0.673     |     0.5874     |       0.9147       |        0.854        |    0.2075    |     0.2946     |       0.6974       |        0.6262       |     230      |       89      |
| Class 3 |     0.9273    |      0.8729     |        0.9165       |        0.8761        |    0.8909    |     0.8188     |       0.891        |        0.8301       |    0.7345    |     0.632      |       0.6365       |        0.589        |     230      |       86      |
| Class 4 |     0.8839    |      0.8368     |        0.9223       |        0.8805        |    0.9241    |     0.8424     |       0.8851       |        0.8244       |    0.442     |     0.3839     |       0.6717       |        0.615        |     230      |       85      |
| Class 5 |     0.5909    |      0.5655     |        0.9292       |        0.8862        |    0.4697    |     0.4006     |       0.9002       |        0.8417       |    0.1364    |     0.1742     |       0.6655       |        0.6082       |     230      |       92      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+


+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
