|  Class   | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 15 |      1.0      |      0.9972     |        0.9997       |        0.9954        |     1.0      |     0.8427     |       0.9995       |        0.9371       |     1.0      |     0.8336     |       0.9995       |        0.9378       |     230      |      215      |
| Class 16 |      1.0      |      0.9962     |        0.9997       |        0.9954        |     1.0      |     0.8577     |       0.9995       |        0.9392       |     1.0      |     0.8522     |       0.9995       |        0.9395       |     230      |  tensor(-115) |
| Class 17 |      1.0      |      0.9958     |        0.9997       |        0.9954        |     1.0      |     0.8049     |       0.9997       |        0.9377       |     1.0      |     0.7936     |       0.9997       |        0.9379       |     230      |      219      |
| Class 18 |      1.0      |      0.9905     |        0.9997       |        0.9955        |     1.0      |     0.7928     |       0.9998       |        0.9377       |     1.0      |     0.7823     |       0.9998       |        0.9372       |     230      |  tensor(-115) |
| Class 19 |      1.0      |      0.9977     |        0.9997       |        0.9954        |     1.0      |     0.8413     |       0.9995       |        0.9383       |     1.0      |     0.8374     |       0.9995       |        0.9385       |     230      |      200      |
| Class 20 |      1.0      |      0.9968     |        0.9997       |        0.9954        |     1.0      |     0.8504     |       0.9997       |        0.9356       |     1.0      |     0.8158     |       0.9998       |        0.9355       |     230      |  tensor(-115) |
| Class 21 |      1.0      |      0.9968     |        0.9997       |        0.9954        |     1.0      |     0.845      |       0.9995       |        0.9378       |     1.0      |     0.8215     |       0.9995       |        0.9368       |     230      |      220      |
| Class 22 |      1.0      |      0.9931     |        0.9997       |        0.9955        |     1.0      |     0.7596     |       0.9997       |        0.9365       |     1.0      |     0.739      |       0.9997       |        0.9358       |     230      |  tensor(-115) |
| Class 23 |      1.0      |      0.988      |        0.9997       |        0.9955        |     1.0      |     0.7181     |       0.9997       |        0.9377       |     1.0      |     0.6654     |       0.9997       |        0.9378       |     230      |      215      |
| Class 24 |      1.0      |      0.9973     |        0.9997       |        0.9954        |     1.0      |     0.7943     |       0.9997       |        0.9305       |     1.0      |     0.7842     |       0.9995       |        0.9332       |     230      |  tensor(-115) |
| Class 25 |      1.0      |      0.9888     |        0.9997       |        0.9955        |    0.9935    |     0.8258     |       0.9997       |        0.9377       |    0.9935    |     0.7945     |       0.9996       |        0.938        |     230      |      211      |
| Class 26 |      1.0      |      0.9969     |        0.9997       |        0.9954        |     1.0      |     0.8999     |       0.9998       |        0.9358       |     1.0      |     0.878      |       0.9998       |        0.9355       |     230      |  tensor(-115) |
| Class 27 |      1.0      |      0.9958     |        0.9997       |        0.9954        |     1.0      |     0.8112     |       0.9997       |        0.9358       |     1.0      |     0.8044     |       0.9997       |        0.9367       |     230      |      219      |
| Class 28 |      1.0      |      0.9968     |        0.9997       |        0.9954        |     1.0      |     0.8259     |       0.9994       |        0.9369       |     1.0      |     0.7495     |       0.9994       |        0.9367       |     230      |  tensor(-115) |
| Class 29 |      1.0      |      0.9948     |        0.9997       |        0.9954        |     1.0      |     0.8468     |       0.9995       |        0.9336       |     1.0      |     0.802      |       0.9995       |        0.9367       |     230      |      218      |
| Class 30 |      1.0      |      0.9969     |        0.9997       |        0.9954        |     1.0      |     0.7946     |       0.9997       |        0.9354       |     1.0      |     0.7822     |       0.9995       |        0.936        |     230      |  tensor(-115) |
| Class 31 |      1.0      |      0.995      |        0.9997       |        0.9954        |     1.0      |     0.8774     |       0.9995       |        0.9347       |     1.0      |     0.8576     |       0.9995       |        0.935        |     230      |      211      |
| Class 32 |      1.0      |      0.9957     |        0.9997       |        0.9954        |     1.0      |     0.7848     |       0.9996       |        0.9365       |     1.0      |     0.7362     |       0.9995       |        0.9379       |     230      |  tensor(-115) |
| Class 33 |      1.0      |      0.9948     |        0.9997       |        0.9954        |     1.0      |     0.8083     |       0.9996       |        0.9373       |     1.0      |     0.7803     |       0.9996       |        0.9367       |     230      |      212      |
| Class 34 |      1.0      |      0.9969     |        0.9997       |        0.9954        |     1.0      |     0.8293     |       0.9995       |        0.9387       |     1.0      |     0.8146     |       0.9995       |        0.9391       |     230      |  tensor(-115) |
| Class 35 |      1.0      |      0.9941     |        0.9997       |        0.9955        |     1.0      |     0.7303     |       0.9998       |        0.9388       |     1.0      |     0.7181     |       0.9998       |        0.9378       |     230      |      217      |
| Class 36 |      1.0      |      0.9941     |        0.9997       |        0.9955        |     1.0      |     0.7674     |       0.9997       |        0.9338       |     1.0      |     0.7698     |       0.9996       |        0.9351       |     230      |  tensor(-115) |
| Class 37 |      1.0      |      0.9939     |        0.9997       |        0.9955        |     1.0      |     0.7314     |       0.9998       |        0.9357       |     1.0      |     0.7126     |       0.9998       |        0.9359       |     230      |      216      |
| Class 38 |      1.0      |      0.9959     |        0.9997       |        0.9954        |     1.0      |      0.82      |       0.9997       |        0.9355       |     1.0      |     0.8009     |       0.9998       |        0.9356       |     230      |  tensor(-115) |
| Class 39 |      1.0      |      0.9953     |        0.9997       |        0.9954        |     1.0      |     0.8662     |       0.9995       |        0.9394       |     1.0      |     0.8698     |       0.9995       |        0.939        |     230      |      209      |
| Class 40 |      1.0      |      0.9812     |        0.9997       |        0.9956        |    0.9796    |     0.8296     |       0.9996       |        0.9379       |    0.9796    |     0.8109     |       0.9997       |        0.9387       |     230      |  tensor(-115) |
| Class 41 |      1.0      |      0.9939     |        0.9997       |        0.9955        |     1.0      |     0.7497     |       0.9997       |        0.9345       |     1.0      |     0.7349     |       0.9997       |        0.9357       |     230      |      212      |
| Class 42 |      1.0      |      0.9963     |        0.9997       |        0.9954        |     1.0      |     0.7802     |       0.9995       |        0.9361       |     1.0      |     0.7355     |       0.9995       |        0.9357       |     230      |  tensor(-115) |
| Class 43 |      1.0      |      0.9948     |        0.9997       |        0.9954        |     1.0      |     0.812      |       0.9997       |        0.9406       |     1.0      |     0.8018     |       0.9997       |        0.9398       |     230      |      215      |
| Class 44 |      1.0      |      0.9964     |        0.9997       |        0.9954        |     1.0      |     0.8175     |       0.9997       |        0.9366       |     1.0      |     0.7863     |       0.9997       |        0.9365       |     230      |  tensor(-115) |
| Class 45 |      1.0      |      0.9954     |        0.9997       |        0.9954        |     1.0      |     0.8047     |       0.9997       |        0.9391       |     1.0      |     0.7969     |       0.9995       |        0.9391       |     230      |      217      |
| Class 46 |      1.0      |      0.9948     |        0.9997       |        0.9954        |    0.993     |     0.8308     |       0.9995       |        0.9393       |    0.993     |     0.7967     |       0.9997       |        0.9389       |     230      |  tensor(-115) |
| Class 47 |     0.9933    |      0.9934     |        0.9998       |        0.9955        |    0.9866    |     0.8358     |       0.9998       |        0.936        |    0.9866    |     0.777      |       0.9998       |        0.9373       |     230      |      201      |
| Class 48 |      1.0      |      0.9955     |        0.9997       |        0.9954        |     1.0      |     0.7946     |       0.9995       |        0.9399       |     1.0      |     0.7938     |       0.9995       |        0.9396       |     230      |  tensor(-115) |
| Class 49 |      1.0      |      0.9958     |        0.9997       |        0.9954        |     1.0      |     0.7963     |       0.9998       |        0.9348       |     1.0      |     0.7881     |       0.9997       |        0.9358       |     230      |      214      |
| Class 50 |      1.0      |      0.9951     |        0.9997       |        0.9954        |     1.0      |     0.781      |       0.9995       |        0.9375       |     1.0      |     0.7808     |       0.9995       |        0.9369       |     230      |  tensor(-115) |
| Class 51 |      1.0      |      0.997      |        0.9997       |        0.9954        |     1.0      |     0.886      |       0.9996       |        0.9351       |     1.0      |     0.8818     |       0.9996       |        0.9351       |     230      |      205      |
| Class 52 |      1.0      |      0.9963     |        0.9997       |        0.9954        |     1.0      |     0.8667     |       0.9995       |        0.9384       |     1.0      |     0.8656     |       0.9995       |        0.9376       |     230      |  tensor(-115) |
| Class 53 |      1.0      |      0.9947     |        0.9997       |        0.9955        |    0.9938    |     0.8537     |       0.9998       |        0.9373       |    0.9938    |     0.8208     |       0.9996       |        0.9376       |     230      |      206      |
| Class 54 |      1.0      |      0.9949     |        0.9997       |        0.9954        |     1.0      |     0.7971     |       0.9996       |        0.9355       |     1.0      |     0.7815     |       0.9996       |        0.9346       |     230      |  tensor(-115) |
| Class 55 |      1.0      |      0.9968     |        0.9997       |        0.9954        |     1.0      |     0.8167     |       0.9998       |        0.9346       |     1.0      |     0.812      |       0.9997       |        0.9351       |     230      |      214      |
| Class 56 |      1.0      |      0.9942     |        0.9997       |        0.9955        |     1.0      |     0.7712     |       0.9997       |        0.938        |     1.0      |     0.764      |       0.9997       |        0.9382       |     230      |  tensor(-115) |
| Class 57 |      1.0      |      0.9958     |        0.9997       |        0.9954        |     1.0      |     0.8345     |       0.9997       |        0.9362       |     1.0      |     0.8227     |       0.9997       |        0.9368       |     230      |      208      |
| Class 58 |      1.0      |      0.996      |        0.9997       |        0.9954        |     1.0      |     0.7233     |       0.9998       |        0.936        |     1.0      |     0.6962     |       0.9998       |        0.9358       |     230      |  tensor(-115) |
| Class 59 |     0.9931    |      0.9943     |        0.9998       |        0.9955        |    0.9931    |     0.8957     |       0.9998       |        0.9373       |    0.9931    |     0.8361     |       0.9998       |        0.937        |     230      |      194      |
| Class 60 |      1.0      |      0.9963     |        0.9997       |        0.9954        |     1.0      |     0.8029     |       0.9995       |        0.9371       |     1.0      |     0.7967     |       0.9995       |        0.9378       |     230      |  tensor(-115) |
| Class 61 |      1.0      |      0.9943     |        0.9997       |        0.9955        |     1.0      |     0.8372     |       0.9997       |        0.9346       |     1.0      |     0.7905     |       0.9997       |        0.9346       |     230      |      215      |
| Class 62 |      1.0      |      0.9948     |        0.9997       |        0.9954        |     1.0      |     0.756      |       0.9995       |        0.9378       |     1.0      |     0.7424     |       0.9995       |        0.9375       |     230      |  tensor(-115) |
| Class 63 |      1.0      |      0.9976     |        0.9997       |        0.9954        |     1.0      |     0.8472     |       0.9995       |        0.936        |     1.0      |     0.8308     |       0.9997       |        0.9363       |     230      |      205      |
| Class 64 |      1.0      |      0.997      |        0.9997       |        0.9954        |     1.0      |     0.8345     |       0.9997       |        0.9374       |     1.0      |     0.8116     |       0.9998       |        0.9373       |     230      |  tensor(-115) |
| Class 65 |      1.0      |      0.9959     |        0.9997       |        0.9954        |     1.0      |     0.7553     |       0.9998       |        0.9385       |     1.0      |     0.7462     |       0.9998       |        0.9376       |     230      |      202      |
| Class 66 |     0.9942    |      0.9958     |        0.9998       |        0.9954        |    0.9942    |     0.8103     |       0.9998       |        0.9381       |    0.9942    |     0.7642     |       0.9999       |        0.9372       |     230      |  tensor(-115) |
| Class 67 |      1.0      |      0.9959     |        0.9997       |        0.9954        |     1.0      |     0.7401     |       0.9996       |        0.9383       |     1.0      |     0.721      |       0.9997       |        0.9379       |     230      |      213      |
| Class 68 |      1.0      |      0.9949     |        0.9997       |        0.9954        |     1.0      |     0.8322     |       0.9997       |        0.9378       |     1.0      |     0.8237     |       0.9997       |        0.9375       |     230      |  tensor(-115) |
| Class 69 |      1.0      |      0.9937     |        0.9997       |        0.9955        |     1.0      |     0.7923     |       0.9997       |        0.9354       |     1.0      |     0.7948     |       0.9997       |        0.9358       |     230      |      210      |
| Class 70 |      1.0      |      0.9964     |        0.9997       |        0.9954        |     1.0      |     0.839      |       0.9998       |        0.9375       |     1.0      |     0.8133     |       0.9997       |        0.9365       |     230      |  tensor(-115) |
| Class 71 |      1.0      |      0.9965     |        0.9997       |        0.9954        |     1.0      |     0.7775     |       0.9995       |        0.9385       |     1.0      |     0.7775     |       0.9997       |        0.9375       |     230      |      212      |
| Class 72 |      1.0      |      0.9833     |        0.9997       |        0.9955        |     1.0      |     0.7136     |       0.9997       |        0.9377       |     1.0      |     0.714      |       0.9997       |        0.9368       |     230      |  tensor(-115) |
| Class 73 |      1.0      |      0.9966     |        0.9997       |        0.9954        |     1.0      |     0.8333     |       0.9997       |        0.9344       |     1.0      |     0.8136     |       0.9997       |        0.9348       |     230      |      212      |
| Class 74 |      1.0      |      0.9946     |        0.9997       |        0.9954        |     1.0      |     0.8052     |       0.9997       |        0.9351       |     1.0      |     0.7896     |       0.9997       |        0.9353       |     230      |  tensor(-115) |
| Class 75 |      1.0      |      0.9972     |        0.9997       |        0.9954        |     1.0      |     0.8449     |       0.9997       |        0.9364       |     1.0      |     0.8271     |       0.9998       |        0.9366       |     230      |      208      |
| Class 76 |      1.0      |      0.9962     |        0.9997       |        0.9954        |     1.0      |     0.7825     |       0.9998       |        0.9372       |     1.0      |     0.7745     |       0.9998       |        0.9372       |     230      |  tensor(-115) |
+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+







+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersection |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9781    |      0.9671     |        0.9288       |        0.9165        |    0.9796    |     0.7247     |       0.9272       |        0.6143       |    0.7752    |     0.2297     |       0.9378       |        0.6149       |     384      |      195      |
| Class 1 |     0.9489    |      0.9491     |        0.9403       |        0.923         |    0.9444    |     0.665      |       0.9438       |        0.6465       |    0.735     |     0.2254     |       0.9563       |        0.6338       |     384      |      189      |
| Class 2 |     0.8919    |      0.8247     |        0.9477       |        0.9407        |    0.8282    |     0.5002     |       0.9524       |        0.6737       |    0.4525    |     0.211      |       0.962        |        0.6308       |     384      |      193      |
| Class 3 |     0.9472    |      0.9357     |        0.9426       |        0.9312        |    0.9481    |     0.6537     |       0.9412       |        0.6298       |    0.7133    |     0.2264     |       0.9483       |        0.6471       |     384      |      190      |
| Class 4 |     0.9251    |      0.8981     |        0.9457       |        0.9363        |    0.936     |     0.6331     |       0.9429       |        0.6401       |    0.5225    |     0.2095     |       0.9565       |        0.657        |     384      |      186      |
| Class 5 |     0.7675    |      0.7679     |        0.9497       |        0.9367        |    0.6836    |     0.4562     |       0.951        |        0.6672       |    0.4003    |     0.2066     |       0.9508       |        0.6128       |     384      |      194      |
| Class 6 |     0.9432    |      0.9318     |        0.9432       |        0.9318        |    0.9411    |     0.707      |       0.9411       |        0.707        |    0.9307    |     0.3962     |       0.9307       |        0.3962       |     384      |      164      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
