Banking77

Low STD MAX

+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class   | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
| Class 110 |      0.97     |      0.2452     |        0.9906       |        0.3578        |     0.98     |     0.2442     |       0.991        |        0.3661       |     0.96     |     0.078      |       0.9916       |        0.3509       |     230      |  tensor(-115) |
| Class 111 |      1.0      |      0.2611     |        0.9913       |        0.3497        |     1.0      |     0.2802     |       0.9914       |        0.369        |     1.0      |     0.0879     |       0.9912       |        0.3612       |     230      |      134      |
| Class 112 |      0.98     |      0.3291     |        0.9913       |        0.3596        |     0.98     |     0.2796     |       0.9912       |        0.3586       |     0.96     |     0.0613     |       0.9917       |        0.3579       |     230      |  tensor(-115) |
| Class 113 |      1.0      |      0.4286     |        0.9914       |        0.3556        |     1.0      |     0.3359     |       0.9912       |        0.3586       |     1.0      |     0.0585     |       0.9913       |        0.3593       |     230      |      116      |
| Class 114 |      1.0      |      0.3511     |        0.9913       |        0.3574        |     1.0      |     0.2186     |       0.9911       |        0.3682       |     0.92     |     0.053      |       0.9911       |        0.3563       |     230      |  tensor(-115) |
| Class 115 |      1.0      |      0.2858     |        0.9906       |        0.3549        |     1.0      |     0.3148     |       0.9913       |        0.3763       |     0.97     |     0.0687     |       0.9908       |        0.3591       |     230      |      117      |
| Class 116 |      1.0      |       0.38      |        0.9906       |        0.3571        |     1.0      |     0.3127     |       0.991        |        0.3644       |     0.99     |     0.0656     |       0.9916       |        0.3615       |     230      |  tensor(-115) |
| Class 117 |      1.0      |      0.4143     |        0.9915       |        0.3592        |     1.0      |     0.2449     |       0.9915       |        0.363        |     0.99     |     0.0472     |       0.9915       |        0.3588       |     230      |      117      |
| Class 118 |      1.0      |      0.3621     |        0.9914       |        0.3567        |     1.0      |     0.3435     |       0.9916       |        0.3651       |     0.92     |     0.0589     |       0.9912       |        0.3441       |     230      |  tensor(-115) |
| Class 119 |      0.99     |      0.3832     |        0.9908       |        0.3421        |     0.99     |     0.3285     |       0.9916       |        0.3734       |     0.99     |     0.0718     |       0.9913       |        0.3651       |     230      |      126      |
| Class 120 |      1.0      |      0.4382     |        0.9912       |        0.3627        |     1.0      |     0.3667     |       0.9914       |        0.3666       |     1.0      |     0.0652     |       0.991        |        0.3546       |     230      |  tensor(-115) |
| Class 121 |      0.97     |      0.3138     |        0.9912       |        0.3529        |     0.95     |     0.1997     |       0.9916       |        0.3814       |     0.93     |     0.0617     |       0.9917       |        0.3632       |     230      |      133      |
| Class 122 |      1.0      |      0.364      |        0.9913       |        0.3613        |     1.0      |     0.2974     |       0.9912       |        0.3568       |     1.0      |     0.0584     |       0.9912       |        0.3461       |     230      |  tensor(-115) |
| Class 123 |      0.97     |      0.3279     |        0.9914       |        0.3443        |     0.97     |     0.2438     |       0.991        |        0.375        |     0.96     |     0.0601     |       0.9912       |        0.364        |     230      |      113      |
| Class 124 |      0.98     |      0.3173     |        0.9911       |        0.3623        |     0.99     |     0.2781     |       0.9914       |        0.3653       |     0.93     |     0.0618     |       0.9916       |        0.3518       |     230      |  tensor(-115) |
| Class 125 |      0.99     |      0.2773     |        0.9912       |        0.3505        |     0.98     |     0.2399     |       0.9909       |        0.3738       |     0.92     |     0.0673     |       0.991        |        0.3628       |     230      |      121      |
| Class 126 |      0.99     |      0.3009     |        0.9906       |        0.3614        |     0.99     |     0.2064     |       0.9913       |        0.3645       |     0.93     |     0.0486     |       0.991        |        0.3485       |     230      |  tensor(-115) |
| Class 127 |      1.0      |      0.4743     |        0.9906       |        0.3458        |     1.0      |     0.374      |       0.991        |        0.3616       |     1.0      |     0.0585     |       0.9909       |        0.3626       |     230      |      115      |
| Class 128 |      1.0      |      0.4374     |        0.9909       |        0.3601        |     1.0      |     0.3183     |       0.9908       |        0.3653       |     1.0      |     0.0674     |       0.9911       |        0.3454       |     230      |  tensor(-115) |
| Class 129 |      1.0      |      0.3679     |        0.9911       |        0.3434        |     1.0      |     0.2754     |       0.9912       |        0.3696       |     1.0      |     0.0604     |       0.9912       |        0.3709       |     230      |      121      |
| Class 130 |      1.0      |      0.3325     |        0.9912       |        0.3691        |     1.0      |     0.3631     |       0.9913       |        0.361        |     0.99     |     0.083      |       0.9914       |        0.3545       |     230      |  tensor(-115) |
| Class 131 |      0.99     |      0.3177     |        0.9914       |        0.3529        |     0.97     |     0.258      |       0.9916       |        0.3657       |     0.95     |     0.0706     |       0.9914       |        0.359        |     230      |      131      |
| Class 132 |      1.0      |      0.3198     |        0.991        |        0.3575        |     1.0      |     0.3059     |       0.9912       |        0.3636       |     0.99     |     0.0708     |       0.9913       |        0.3587       |     230      |  tensor(-115) |
| Class 133 |      1.0      |      0.3427     |        0.9912       |        0.3569        |     1.0      |     0.3384     |       0.9913       |        0.3669       |     1.0      |     0.0635     |       0.9911       |        0.3592       |     230      |      116      |
| Class 134 |      1.0      |      0.4317     |        0.9911       |        0.3567        |     1.0      |     0.2673     |       0.9911       |        0.372        |     1.0      |     0.0541     |       0.9912       |        0.3556       |     230      |  tensor(-115) |
| Class 135 |      1.0      |      0.3077     |        0.9912       |        0.354         |     1.0      |     0.3787     |       0.9905       |        0.3659       |     1.0      |     0.0937     |       0.9914       |        0.3528       |     230      |      132      |
| Class 136 |      1.0      |      0.3076     |        0.9914       |        0.3514        |     1.0      |     0.223      |       0.9913       |        0.3702       |     0.98     |     0.066      |       0.991        |        0.3558       |     230      |  tensor(-115) |
| Class 137 |      1.0      |      0.463      |        0.9908       |        0.3532        |     1.0      |     0.2649     |       0.9912       |        0.3722       |     0.99     |     0.0496     |       0.9906       |        0.357        |     230      |      137      |
| Class 138 |      1.0      |      0.406      |        0.9906       |        0.3547        |     1.0      |     0.2836     |       0.9915       |        0.3607       |     0.97     |     0.0562     |       0.9911       |        0.359        |     230      |  tensor(-115) |
| Class 139 |      1.0      |      0.2982     |        0.9909       |        0.3575        |     1.0      |     0.3282     |       0.991        |         0.37        |     1.0      |     0.0703     |       0.9909       |        0.3671       |     230      |      112      |
| Class 140 |      1.0      |      0.3676     |        0.9909       |        0.3651        |     1.0      |     0.346      |       0.9912       |        0.3641       |     0.97     |     0.0601     |       0.9912       |        0.3604       |     230      |  tensor(-115) |
| Class 141 |      1.0      |      0.4233     |        0.991        |        0.3581        |     1.0      |     0.2669     |       0.991        |        0.3717       |     0.97     |     0.0553     |       0.9908       |        0.357        |     230      |      126      |
| Class 142 |      0.96     |      0.4033     |        0.9909       |        0.3547        |     0.95     |     0.2737     |       0.9912       |        0.3704       |     0.91     |     0.0588     |       0.9915       |        0.3539       |     230      |  tensor(-115) |
| Class 143 |      0.99     |      0.3464     |        0.991        |        0.3521        |     0.99     |     0.2265     |       0.9914       |        0.373        |     0.93     |     0.053      |       0.9916       |        0.3642       |     230      |      114      |
| Class 144 |      0.98     |      0.2491     |        0.9912       |        0.363         |     0.96     |     0.2259     |       0.9912       |        0.3601       |     0.86     |     0.067      |       0.991        |        0.3619       |     230      |  tensor(-115) |
| Class 145 |      1.0      |      0.3317     |         0.99        |        0.3604        |     1.0      |     0.2734     |       0.9916       |        0.3696       |     1.0      |     0.079      |       0.9916       |        0.3589       |     230      |      129      |
| Class 146 |      1.0      |      0.3813     |        0.9916       |        0.3568        |     1.0      |     0.302      |       0.9907       |        0.3672       |     1.0      |     0.0629     |       0.9908       |        0.3679       |     230      |  tensor(-115) |
| Class 147 |      1.0      |      0.3464     |        0.9908       |        0.366         |     1.0      |     0.2354     |       0.9912       |        0.3606       |     0.98     |     0.0602     |       0.9915       |        0.3424       |     230      |      120      |
| Class 148 |      0.95     |      0.2365     |        0.9917       |        0.3412        |     0.95     |     0.2261     |       0.9914       |        0.3622       |     0.88     |     0.0587     |       0.9908       |        0.3621       |     230      |  tensor(-115) |
| Class 149 |     0.9901    |      0.3603     |        0.9901       |        0.3605        |    0.9915    |     0.3419     |       0.9915       |        0.342        |    0.9914    |     0.3033     |       0.9914       |        0.3035       |     230      |      107      |
+-----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+



Std and Max:

+-----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|   Class   | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+-----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class 0  |      0.99     |      0.8634     |        0.9912       |        0.7765        |     0.99     |     0.2479     |       0.9913       |        0.3827       |     0.98     |     0.0241     |       0.9905       |        0.3602       |     230      |  tensor(-115) |
|  Class 1  |      0.98     |      0.2667     |        0.9905       |        0.3586        |     0.98     |     0.3589     |       0.9917       |        0.3674       |     0.98     |     0.0923     |       0.9916       |        0.3566       |     230      |      103      |
|  Class 2  |      0.98     |      0.329      |        0.9916       |        0.3551        |     0.97     |     0.3028     |       0.9909       |        0.3671       |     0.88     |     0.0574     |       0.991        |        0.3613       |     230      |  tensor(-115) |
|  Class 3  |      1.0      |      0.4471     |        0.9902       |        0.3589        |     1.0      |     0.2954     |       0.9914       |        0.3713       |     1.0      |     0.0505     |       0.9915       |        0.3557       |     230      |      110      |
|  Class 4  |      1.0      |      0.4207     |        0.9915       |        0.3532        |     1.0      |     0.2926     |       0.9904       |        0.3678       |     0.99     |     0.0623     |       0.9912       |        0.3625       |     230      |  tensor(-115) |
|  Class 5  |      1.0      |      0.373      |        0.9911       |        0.3605        |     1.0      |     0.4147     |       0.9912       |        0.3729       |     1.0      |     0.0726     |       0.9916       |        0.3708       |     230      |      105      |
|  Class 6  |      0.97     |      0.3783     |        0.9917       |        0.3687        |     0.97     |     0.3371     |       0.9913       |        0.3618       |     0.88     |     0.0646     |       0.9917       |        0.3561       |     230      |  tensor(-115) |
|  Class 7  |      1.0      |      0.3949     |        0.991        |        0.3541        |     1.0      |     0.3403     |       0.9911       |        0.367        |     0.97     |     0.0633     |       0.9915       |        0.3594       |     230      |      104      |
|  Class 8  |      0.99     |      0.2783     |        0.9914       |        0.358         |     0.99     |     0.3235     |       0.9912       |        0.3749       |     0.97     |     0.0755     |       0.9912       |        0.3523       |     230      |  tensor(-115) |
|  Class 9  |      1.0      |      0.3273     |        0.991        |        0.3507        |     1.0      |     0.417      |       0.9914       |        0.367        |     0.94     |     0.0839     |       0.9912       |        0.3552       |     230      |      117      |
|  Class 10 |      1.0      |      0.3688     |        0.9908       |        0.3534        |     1.0      |     0.2729     |       0.9912       |        0.3732       |     0.99     |     0.0527     |       0.9913       |        0.3564       |     230      |  tensor(-115) |
|  Class 11 |      0.98     |      0.2638     |        0.9914       |        0.355         |     0.98     |     0.2418     |       0.9913       |        0.3667       |     0.95     |     0.0492     |       0.9903       |        0.366        |     230      |      110      |
|  Class 12 |      1.0      |      0.3308     |         0.99        |        0.3642        |     1.0      |     0.2558     |       0.9917       |        0.3661       |     0.98     |     0.055      |       0.9916       |        0.3631       |     230      |  tensor(-115) |
|  Class 13 |      1.0      |       0.35      |        0.9914       |        0.3612        |     1.0      |     0.3179     |       0.9914       |        0.3665       |     0.98     |     0.0585     |       0.9911       |        0.3481       |     230      |      108      |
|  Class 14 |      0.96     |      0.4238     |        0.9912       |        0.3457        |     0.95     |     0.2685     |       0.9916       |        0.3726       |     0.88     |     0.0418     |       0.9916       |        0.3655       |     230      |  tensor(-115) |
|  Class 15 |      1.0      |      0.3065     |        0.9908       |        0.364         |     1.0      |     0.3218     |       0.9914       |        0.3681       |     0.97     |     0.0762     |       0.9907       |        0.3592       |     230      |      113      |
|  Class 16 |      0.98     |      0.2774     |        0.9906       |        0.3579        |     0.99     |     0.2944     |       0.9916       |        0.3679       |     0.9      |     0.0592     |       0.991        |        0.3501       |     230      |  tensor(-115) |
|  Class 17 |      1.0      |      0.3433     |        0.9903       |        0.3484        |     1.0      |     0.3676     |       0.9912       |        0.3698       |     1.0      |     0.0879     |       0.9914       |        0.3642       |     230      |      102      |
|  Class 18 |      1.0      |      0.3147     |        0.9914       |        0.3627        |     1.0      |     0.3555     |       0.9907       |        0.3595       |     0.98     |     0.0727     |       0.9907       |        0.3558       |     230      |  tensor(-115) |
|  Class 19 |      0.99     |      0.2011     |        0.9906       |        0.3549        |     1.0      |     0.3957     |       0.9908       |        0.3622       |     0.85     |     0.1023     |       0.9915       |        0.3528       |     230      |      112      |
|  Class 20 |      1.0      |      0.3081     |        0.9905       |        0.3516        |     1.0      |     0.2598     |       0.9915       |        0.3701       |     0.98     |     0.0677     |       0.9916       |        0.359        |     230      |  tensor(-115) |
|  Class 21 |      1.0      |      0.3461     |        0.9914       |        0.3572        |     1.0      |     0.3164     |       0.991        |        0.3717       |     0.99     |     0.0748     |       0.9908       |        0.3509       |     230      |       99      |
|  Class 22 |      0.99     |      0.3248     |        0.9908       |        0.3493        |     0.99     |     0.3788     |       0.9906       |        0.376        |     0.98     |     0.0795     |       0.9908       |        0.3603       |     230      |  tensor(-115) |
|  Class 23 |      1.0      |      0.3556     |        0.9906       |        0.3585        |     1.0      |     0.2613     |       0.9913       |        0.3647       |     0.93     |     0.0451     |       0.9914       |        0.3569       |     230      |      109      |
|  Class 24 |      0.99     |      0.4227     |        0.991        |        0.3545        |     0.99     |     0.3704     |       0.9909       |        0.3582       |     0.98     |     0.0557     |       0.9912       |        0.3521       |     230      |  tensor(-115) |
|  Class 25 |      1.0      |      0.367      |        0.9911       |        0.3501        |     1.0      |     0.3352     |       0.9909       |        0.374        |     0.99     |     0.0609     |       0.9915       |        0.362        |     230      |      116      |
|  Class 26 |      1.0      |      0.2484     |        0.9914       |        0.3608        |     1.0      |     0.4212     |       0.9913       |        0.3583       |     0.99     |     0.1271     |       0.991        |        0.3519       |     230      |  tensor(-115) |
|  Class 27 |      0.99     |      0.3385     |        0.991        |        0.3505        |     0.99     |     0.3022     |       0.9913       |        0.3796       |     0.96     |     0.0621     |       0.9916       |        0.3691       |     230      |      106      |
|  Class 28 |      1.0      |      0.3972     |        0.9914       |        0.367         |     1.0      |     0.2974     |       0.991        |        0.3686       |     0.96     |     0.0545     |       0.9911       |        0.3628       |     230      |  tensor(-115) |
|  Class 29 |      0.99     |      0.3706     |        0.9909       |        0.3608        |     0.99     |     0.3881     |       0.9914       |        0.3687       |     0.99     |     0.075      |       0.9919       |        0.3551       |     230      |      111      |
|  Class 30 |      0.98     |      0.2507     |        0.9919       |        0.354         |     0.98     |     0.3076     |       0.9914       |        0.3727       |     0.94     |     0.0635     |       0.9913       |        0.363        |     230      |  tensor(-115) |
|  Class 31 |      1.0      |      0.4006     |        0.9909       |        0.3608        |     1.0      |     0.2927     |       0.9914       |        0.3593       |     1.0      |     0.0563     |       0.9912       |        0.3618       |     230      |      107      |
|  Class 32 |      0.99     |      0.416      |        0.9913       |        0.3594        |     0.99     |     0.4072     |       0.9906       |        0.3635       |     0.99     |     0.0726     |       0.9911       |        0.3558       |     230      |  tensor(-115) |
|  Class 33 |      1.0      |      0.365      |        0.991        |        0.3539        |     1.0      |     0.393      |       0.9912       |        0.3694       |     1.0      |     0.0813     |       0.9908       |        0.354        |     230      |      111      |
|  Class 34 |      1.0      |      0.3312     |        0.9908       |        0.3523        |     1.0      |     0.3492     |       0.9912       |        0.3682       |     0.99     |     0.0769     |       0.9905       |        0.3608       |     230      |  tensor(-115) |
|  Class 35 |      1.0      |      0.3771     |        0.9904       |        0.3588        |     1.0      |     0.2965     |       0.991        |        0.3629       |     0.97     |     0.0629     |       0.9915       |        0.3547       |     230      |      115      |
|  Class 36 |      1.0      |      0.3374     |        0.9913       |        0.3529        |     1.0      |     0.3931     |       0.9912       |        0.3688       |     1.0      |     0.0712     |       0.991        |        0.3604       |     230      |  tensor(-115) |
|  Class 37 |      0.99     |      0.3149     |        0.991        |        0.3587        |     0.99     |     0.3183     |       0.991        |        0.3615       |     0.99     |     0.0644     |       0.9912       |        0.3619       |     230      |      110      |
|  Class 38 |      1.0      |      0.422      |        0.9911       |        0.3595        |     1.0      |     0.3409     |       0.9911       |        0.3608       |     1.0      |     0.0679     |       0.9907       |        0.3556       |     230      |  tensor(-115) |
|  Class 39 |      1.0      |      0.4392     |        0.9907       |        0.3531        |     1.0      |     0.3617     |       0.9911       |        0.3757       |     0.99     |     0.0666     |       0.9912       |        0.3597       |     230      |      117      |
|  Class 40 |      1.0      |      0.3549     |        0.9911       |        0.3578        |     1.0      |     0.3831     |       0.9906       |        0.3684       |     1.0      |     0.0744     |       0.9914       |        0.3627       |     230      |  tensor(-115) |
|  Class 41 |      0.98     |      0.3248     |        0.9915       |        0.3611        |     0.98     |     0.3025     |       0.9912       |        0.3655       |     0.96     |     0.0654     |       0.9912       |        0.3558       |     230      |      114      |
|  Class 42 |     0.956     |      0.4052     |        0.9916       |        0.3531        |    0.948     |     0.3824     |       0.9919       |        0.3671       |    0.896     |     0.0637     |       0.9923       |        0.3576       |     230      |  tensor(-115) |
|  Class 43 |      0.98     |      0.3399     |        0.9908       |        0.3533        |     0.98     |     0.3306     |       0.9909       |        0.3686       |     0.96     |     0.0693     |       0.9916       |        0.3553       |     230      |      105      |
|  Class 44 |      0.99     |      0.3732     |        0.9914       |        0.3533        |     0.99     |     0.3231     |       0.991        |        0.3641       |     0.98     |     0.0642     |       0.9914       |        0.3512       |     230      |  tensor(-115) |
|  Class 45 |      1.0      |      0.4351     |        0.9912       |        0.3488        |     1.0      |     0.3643     |       0.9907       |        0.3703       |     1.0      |     0.0703     |       0.9911       |        0.3652       |     230      |      109      |
|  Class 46 |      0.98     |      0.3197     |        0.9912       |        0.3635        |     0.98     |     0.2776     |       0.9917       |        0.3664       |     0.95     |     0.0598     |       0.9909       |        0.3571       |     230      |  tensor(-115) |
|  Class 47 |      0.99     |      0.4241     |        0.9906       |        0.3548        |     0.99     |     0.3026     |       0.9914       |        0.3697       |     0.98     |     0.0577     |       0.9914       |        0.3524       |     230      |      105      |
|  Class 48 |      0.98     |      0.2981     |        0.9914       |        0.3508        |     0.98     |     0.2944     |       0.9908       |        0.3746       |     0.96     |     0.0636     |       0.9909       |        0.3513       |     230      |  tensor(-115) |
|  Class 49 |      0.98     |      0.3247     |        0.9908       |        0.3496        |     0.98     |     0.3312     |       0.9914       |        0.3702       |     0.94     |     0.0718     |       0.9912       |        0.3607       |     230      |      105      |
|  Class 50 |      1.0      |      0.2894     |        0.9908       |        0.3594        |     1.0      |     0.3384     |       0.9913       |        0.3681       |     0.96     |     0.074      |       0.9913       |        0.359        |     230      |  tensor(-115) |
|  Class 51 |      1.0      |      0.4204     |        0.991        |        0.3568        |     1.0      |     0.3155     |       0.9912       |        0.3663       |     1.0      |     0.0598     |       0.9904       |        0.353        |     230      |      109      |
|  Class 52 |      1.0      |      0.4521     |        0.9904       |        0.3504        |     1.0      |     0.3407     |       0.9912       |        0.3708       |     1.0      |     0.0678     |       0.9913       |        0.359        |     230      |  tensor(-115) |
|  Class 53 |      1.0      |      0.3683     |        0.9913       |        0.357         |     1.0      |     0.2834     |       0.9916       |        0.3609       |     0.97     |     0.0621     |       0.9915       |        0.3537       |     230      |      109      |
|  Class 54 |      0.97     |      0.3204     |        0.9915       |        0.352         |     0.96     |      0.27      |       0.9914       |        0.3669       |     0.95     |     0.0601     |       0.9914       |        0.359        |     230      |  tensor(-115) |
|  Class 55 |      0.97     |      0.2974     |        0.9912       |        0.3575        |     0.97     |     0.2248     |       0.9918       |        0.3704       |     0.86     |     0.0509     |       0.9919       |        0.3651       |     230      |      112      |
|  Class 56 |      0.99     |      0.3218     |        0.991        |        0.3636        |     0.99     |     0.3096     |       0.9904       |        0.3652       |     0.92     |     0.0706     |       0.9902       |        0.3551       |     230      |  tensor(-115) |
|  Class 57 |      1.0      |      0.3705     |        0.9896       |        0.3532        |     1.0      |     0.2734     |       0.9916       |        0.3688       |     1.0      |     0.0513     |       0.9913       |        0.3516       |     230      |      104      |
|  Class 58 |      0.99     |      0.343      |        0.9914       |        0.3497        |     0.99     |     0.3069     |       0.9914       |        0.3631       |     0.97     |     0.0632     |       0.991        |        0.3623       |     230      |  tensor(-115) |
|  Class 59 |      1.0      |      0.516      |        0.9908       |        0.3593        |     1.0      |     0.3365     |       0.9914       |        0.3663       |     1.0      |     0.0556     |       0.9914       |        0.3603       |     230      |       99      |
|  Class 60 |      0.99     |      0.3823     |        0.9915       |        0.3581        |     0.98     |     0.2503     |       0.9912       |        0.3648       |     0.95     |     0.0598     |       0.9905       |        0.3562       |     230      |  tensor(-115) |
|  Class 61 |      1.0      |      0.4547     |        0.9902       |        0.3537        |     1.0      |     0.2779     |       0.9914       |        0.375        |     0.99     |     0.046      |       0.9914       |        0.3661       |     230      |      110      |
|  Class 62 |      1.0      |      0.3573     |        0.9914       |        0.364         |     1.0      |     0.3943     |       0.9912       |        0.3663       |     1.0      |     0.0814     |       0.9912       |        0.3543       |     230      |  tensor(-115) |
|  Class 63 |      1.0      |      0.3025     |        0.9912       |        0.3529        |     1.0      |     0.427      |       0.9912       |        0.3659       |     1.0      |     0.086      |       0.9913       |        0.3622       |     230      |      115      |
|  Class 64 |      1.0      |      0.3519     |        0.9913       |        0.3604        |     1.0      |     0.3729     |       0.9916       |        0.3709       |     1.0      |     0.0802     |       0.9912       |        0.3536       |     230      |  tensor(-115) |
|  Class 65 |      0.98     |      0.3986     |        0.9914       |        0.3515        |     0.98     |     0.3159     |       0.9906       |        0.3698       |     0.98     |     0.0655     |       0.9914       |        0.3623       |     230      |      105      |
|  Class 66 |      1.0      |      0.3825     |        0.9913       |        0.3602        |     1.0      |     0.3783     |       0.9907       |        0.3656       |     1.0      |     0.0842     |       0.9907       |        0.3596       |     230      |  tensor(-115) |
|  Class 67 |      0.98     |      0.3355     |        0.9908       |        0.3579        |     0.98     |     0.3099     |       0.9914       |        0.3663       |     0.9      |     0.0588     |       0.9914       |        0.3621       |     230      |      109      |
|  Class 68 |      0.98     |      0.4135     |        0.9909       |        0.3599        |     0.95     |     0.2184     |       0.9911       |        0.3678       |     0.92     |     0.0476     |       0.9913       |        0.3569       |     230      |  tensor(-115) |
|  Class 69 |      1.0      |      0.3194     |        0.9908       |        0.3553        |     1.0      |     0.3733     |       0.991        |        0.3781       |     0.98     |      0.08      |       0.9914       |        0.3555       |     230      |      108      |
|  Class 70 |      0.99     |      0.4841     |        0.9913       |        0.3528        |     0.99     |     0.3585     |       0.9906       |        0.3618       |     0.95     |     0.0562     |       0.9912       |        0.3494       |     230      |  tensor(-115) |
|  Class 71 |      1.0      |      0.2912     |        0.9909       |        0.3479        |     0.99     |     0.267      |       0.9912       |        0.3756       |     0.91     |     0.0531     |       0.9907       |        0.3542       |     230      |      109      |
|  Class 72 |      0.99     |      0.3849     |        0.9902       |        0.3522        |     0.99     |     0.251      |       0.9913       |        0.3778       |     0.98     |     0.054      |       0.9912       |        0.3643       |     230      |  tensor(-115) |
|  Class 73 |      1.0      |      0.2934     |        0.9911       |        0.3628        |     1.0      |     0.3385     |       0.9911       |         0.37        |     1.0      |     0.0778     |       0.9911       |        0.3595       |     230      |      101      |
|  Class 74 |      1.0      |      0.4398     |        0.9911       |        0.3571        |     1.0      |     0.2712     |       0.9914       |        0.3672       |     1.0      |     0.0495     |       0.9911       |        0.3526       |     230      |  tensor(-115) |
|  Class 75 |      0.96     |      0.2024     |        0.9914       |        0.3515        |     0.96     |     0.2324     |       0.9914       |        0.3727       |     0.88     |     0.0553     |       0.9919       |        0.3615       |     230      |      108      |
|  Class 76 |      0.98     |      0.404      |        0.9912       |        0.3595        |     0.98     |     0.3433     |       0.9909       |        0.3792       |     0.95     |     0.053      |       0.9912       |        0.3626       |     230      |  tensor(-115) |
|  Class 77 |      1.0      |      0.3463     |        0.9909       |        0.3608        |     1.0      |     0.2683     |       0.9915       |        0.3663       |     0.95     |     0.0623     |       0.9912       |        0.3477       |     230      |      106      |
|  Class 78 |      0.99     |      0.3473     |        0.9909       |        0.3459        |     0.99     |     0.3954     |       0.9912       |        0.3672       |     0.99     |     0.0733     |       0.9908       |        0.3603       |     230      |  tensor(-115) |
|  Class 79 |      1.0      |      0.3251     |        0.9908       |        0.3587        |     1.0      |     0.3523     |       0.9914       |        0.3634       |     0.98     |     0.0702     |       0.9911       |        0.3662       |     230      |      107      |
|  Class 80 |      0.99     |      0.4093     |        0.991        |        0.364         |     1.0      |     0.3505     |       0.9906       |        0.3595       |     0.99     |     0.0637     |       0.9916       |        0.3546       |     230      |  tensor(-115) |
|  Class 81 |      1.0      |      0.3241     |        0.9915       |        0.3529        |     1.0      |     0.4359     |       0.9909       |        0.3723       |     0.98     |     0.0898     |       0.9911       |        0.3657       |     230      |      112      |
|  Class 82 |      0.96     |      0.3212     |        0.9912       |        0.3642        |     0.96     |     0.2483     |       0.9917       |        0.3593       |     0.91     |     0.0719     |       0.9916       |        0.3513       |     230      |  tensor(-115) |
|  Class 83 |      0.97     |      0.4066     |        0.9912       |        0.3493        |     0.97     |     0.3359     |       0.9914       |        0.3754       |     0.97     |     0.0612     |       0.9913       |        0.3607       |     230      |      106      |
|  Class 84 |      1.0      |      0.3801     |        0.9911       |        0.3586        |     1.0      |     0.3653     |       0.9913       |        0.3633       |     1.0      |     0.0642     |       0.991        |        0.3489       |     230      |  tensor(-115) |
|  Class 85 |      0.99     |      0.2875     |        0.9911       |        0.3474        |     0.99     |     0.3191     |       0.9917       |        0.375        |     0.95     |     0.072      |       0.9913       |        0.3714       |     230      |      104      |
|  Class 86 |      1.0      |      0.4181     |        0.991        |        0.3692        |     1.0      |      0.29      |       0.9914       |        0.3587       |     0.98     |     0.0549     |       0.9916       |        0.3554       |     230      |  tensor(-115) |
|  Class 87 |      0.99     |      0.3181     |        0.9916       |        0.3537        |     0.99     |     0.2794     |       0.9912       |        0.371        |     0.93     |     0.0567     |       0.9914       |        0.362        |     230      |      110      |
|  Class 88 |      1.0      |      0.481      |        0.9909       |        0.3593        |     1.0      |     0.3312     |       0.9915       |        0.3644       |     1.0      |     0.064      |       0.9912       |        0.3545       |     230      |  tensor(-115) |
|  Class 89 |      1.0      |      0.3419     |        0.9912       |        0.3526        |     1.0      |     0.4057     |       0.9914       |        0.357        |     0.99     |     0.0848     |       0.991        |        0.3643       |     230      |      105      |
|  Class 90 |      0.97     |      0.3277     |        0.9912       |        0.3627        |     0.97     |     0.3196     |       0.9912       |        0.3502       |     0.94     |     0.0657     |       0.9914       |        0.3493       |     230      |  tensor(-115) |
|  Class 91 |      0.98     |      0.2244     |        0.9912       |        0.3484        |     0.99     |     0.346      |       0.9916       |        0.3668       |     0.93     |     0.0938     |       0.9914       |        0.359        |     230      |      110      |
|  Class 92 |      1.0      |      0.4445     |        0.9909       |        0.3568        |     0.99     |     0.3678     |       0.9913       |        0.371        |     0.99     |     0.0738     |       0.9914       |        0.3632       |     230      |  tensor(-115) |
|  Class 93 |      0.99     |      0.2861     |        0.9914       |        0.3618        |     0.97     |     0.3185     |       0.9916       |        0.3635       |     0.97     |     0.0861     |       0.9911       |        0.3599       |     230      |      109      |
|  Class 94 |      1.0      |      0.3376     |        0.9909       |        0.3583        |     1.0      |     0.4242     |       0.9912       |        0.373        |     0.99     |     0.0857     |       0.9914       |        0.3514       |     230      |  tensor(-115) |
