Banking77

Low STD MAX

+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class   | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
| Class 52 |      1.0      |      0.9807     |        0.9997       |        0.9712        |     1.0      |     0.9883     |       0.9996       |        0.976        |     1.0      |     0.8511     |       0.9995       |        0.9736       |     230      |  tensor(-115) |
| Class 53 |      1.0      |      0.9824     |        0.9995       |        0.9713        |     1.0      |     0.9711     |       0.9996       |        0.9749       |    0.9938    |     0.6924     |       0.9997       |        0.975        |     230      |      114      |
| Class 54 |      1.0      |      0.9821     |        0.9996       |        0.9703        |     1.0      |     0.9661     |       0.9996       |        0.9764       |    0.9922    |     0.6028     |       0.9997       |        0.9746       |     230      |  tensor(-115) |
| Class 55 |      1.0      |      0.9737     |        0.9996       |        0.9698        |     1.0      |     0.9487     |       0.9994       |        0.9759       |     1.0      |     0.7273     |       0.9995       |        0.9739       |     230      |      109      |
| Class 56 |      1.0      |      0.9772     |        0.9995       |        0.9711        |     1.0      |     0.9456     |       0.9996       |        0.976        |     1.0      |     0.6465     |       0.9998       |        0.9753       |     230      |  tensor(-115) |
| Class 57 |      1.0      |      0.9712     |        0.9998       |        0.9717        |     1.0      |     0.9283     |       0.9996       |        0.9752       |     1.0      |     0.6433     |       0.9994       |        0.9747       |     230      |      115      |
| Class 58 |      1.0      |      0.9687     |        0.9994       |        0.9709        |     1.0      |     0.9724     |       0.9997       |        0.9753       |     1.0      |     0.662      |       0.9996       |        0.9741       |     230      |  tensor(-115) |
| Class 59 |     0.9931    |      0.9694     |        0.9997       |        0.9706        |    0.9931    |     0.9687     |       0.9998       |        0.9757       |    0.9931    |     0.7702     |       0.9998       |        0.975        |     230      |      100      |
| Class 60 |      1.0      |      0.9541     |        0.9997       |        0.9722        |     1.0      |     0.9677     |       0.9995       |        0.9754       |     1.0      |     0.6839     |       0.9997       |        0.9756       |     230      |  tensor(-115) |
| Class 61 |      1.0      |      0.9776     |        0.9997       |        0.9727        |     1.0      |     0.8991     |       0.9998       |        0.9747       |     1.0      |     0.4647     |       0.9997       |        0.9751       |     230      |      106      |
| Class 62 |      1.0      |      0.9704     |        0.9997       |        0.9676        |     1.0      |     0.964      |       0.9995       |        0.9762       |     1.0      |     0.6698     |       0.9996       |        0.9751       |     230      |  tensor(-115) |
| Class 63 |      1.0      |      0.9792     |        0.9996       |        0.9718        |     1.0      |     0.9734     |       0.9998       |        0.9743       |     1.0      |     0.7724     |       0.9997       |        0.9739       |     230      |      113      |
| Class 64 |      1.0      |      0.9847     |        0.9997       |        0.9701        |     1.0      |     0.9699     |       0.9998       |        0.9751       |     1.0      |     0.5879     |       0.9997       |        0.9746       |     230      |  tensor(-115) |
| Class 65 |      1.0      |      0.9552     |        0.9997       |        0.9681        |     1.0      |     0.9713     |       0.9997       |        0.9758       |     1.0      |     0.7461     |       0.9995       |        0.9745       |     230      |      112      |
| Class 66 |     0.9942    |      0.9778     |        0.9996       |        0.9718        |    0.9942    |     0.9568     |       0.9998       |        0.9763       |    0.9942    |     0.7049     |       0.9998       |        0.9751       |     230      |  tensor(-115) |
| Class 67 |      1.0      |      0.9804     |        0.9997       |        0.9704        |     1.0      |     0.9663     |       0.9995       |        0.977        |     1.0      |     0.5789     |       0.9997       |        0.9748       |     230      |      113      |
| Class 68 |      1.0      |      0.9625     |        0.9997       |        0.9698        |     1.0      |     0.9333     |       0.9996       |        0.9758       |     1.0      |     0.683      |       0.9998       |        0.9753       |     230      |  tensor(-115) |
| Class 69 |      1.0      |      0.9638     |        0.9998       |        0.9724        |     1.0      |     0.953      |       0.9995       |        0.9758       |     1.0      |     0.5332     |       0.9996       |        0.9743       |     230      |      106      |
| Class 70 |      1.0      |      0.9779     |        0.9996       |        0.9696        |     1.0      |     0.9346     |       0.9995       |        0.9758       |     1.0      |     0.6658     |       0.9996       |        0.9765       |     230      |  tensor(-115) |
| Class 71 |      1.0      |      0.9807     |        0.9996       |        0.9729        |     1.0      |      0.96      |       0.9996       |        0.9762       |     1.0      |     0.6995     |       0.9995       |        0.9736       |     230      |      114      |
| Class 72 |      1.0      |      0.9295     |        0.9995       |        0.9704        |     1.0      |     0.9162     |       0.9996       |        0.9769       |     1.0      |     0.5918     |       0.9997       |        0.9744       |     230      |  tensor(-115) |
| Class 73 |      1.0      |      0.9822     |        0.9997       |        0.9727        |     1.0      |     0.9753     |       0.9996       |        0.9755       |     1.0      |     0.7055     |       0.9997       |        0.9742       |     230      |      127      |
| Class 74 |      1.0      |      0.9642     |        0.9997       |        0.9706        |     1.0      |     0.9452     |       0.9996       |        0.9763       |     1.0      |     0.5292     |       0.9995       |        0.975        |     230      |  tensor(-115) |
| Class 75 |      1.0      |      0.9833     |        0.9995       |        0.9694        |     1.0      |     0.9633     |       0.9997       |        0.9763       |     1.0      |     0.7697     |       0.9997       |        0.9746       |     230      |      104      |
| Class 76 |     0.9997    |      0.9709     |        0.9997       |        0.9707        |    0.9996    |     0.9757     |       0.9996       |        0.9756       |    0.9995    |     0.963      |       0.9995       |        0.9629       |     230      |  tensor(-115) |
+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+


Clinic 150

Max_Low_STD

|   Class   | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+-----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class 0  |      0.99     |      0.8634     |        0.9912       |        0.7765        |     0.99     |     0.2193     |       0.9907       |        0.3795       |     0.98     |     0.0241     |       0.9905       |        0.3602       |     230      |  tensor(-115) |
|  Class 1  |      0.98     |      0.2667     |        0.9905       |        0.3586        |     0.98     |     0.3064     |       0.9917       |        0.367        |     0.98     |     0.0923     |       0.9916       |        0.3566       |     230      |      109      |
|  Class 2  |      0.98     |      0.329      |        0.9916       |        0.3551        |     0.96     |     0.218      |       0.9914       |        0.3595       |     0.88     |     0.0574     |       0.991        |        0.3613       |     230      |  tensor(-115) |
|  Class 3  |      1.0      |      0.4471     |        0.9902       |        0.3589        |     1.0      |     0.2686     |       0.9909       |        0.3683       |     1.0      |     0.0505     |       0.9915       |        0.3557       |     230      |      130      |
|  Class 4  |      1.0      |      0.4207     |        0.9915       |        0.3532        |     1.0      |     0.2564     |       0.9906       |        0.3577       |     0.99     |     0.0623     |       0.9912       |        0.3625       |     230      |  tensor(-115) |
|  Class 5  |      1.0      |      0.373      |        0.9911       |        0.3605        |     1.0      |     0.3931     |       0.9912       |        0.3719       |     1.0      |     0.0726     |       0.9916       |        0.3708       |     230      |      127      |
|  Class 6  |      0.97     |      0.3783     |        0.9917       |        0.3687        |     0.97     |     0.2941     |       0.9915       |        0.3656       |     0.88     |     0.0646     |       0.9917       |        0.3561       |     230      |  tensor(-115) |
|  Class 7  |      1.0      |      0.3949     |        0.991        |        0.3541        |     1.0      |     0.2905     |       0.9911       |        0.3631       |     0.97     |     0.0633     |       0.9915       |        0.3594       |     230      |      108      |
|  Class 8  |      0.99     |      0.2783     |        0.9914       |        0.358         |     0.99     |     0.2971     |       0.9908       |        0.3714       |     0.97     |     0.0755     |       0.9912       |        0.3523       |     230      |  tensor(-115) |
|  Class 9  |      1.0      |      0.3273     |        0.991        |        0.3507        |     1.0      |     0.3545     |       0.991        |        0.3667       |     0.94     |     0.0839     |       0.9912       |        0.3552       |     230      |      123      |
|  Class 10 |      1.0      |      0.3688     |        0.9908       |        0.3534        |     1.0      |     0.2385     |       0.9915       |        0.3622       |     0.99     |     0.0527     |       0.9913       |        0.3564       |     230      |  tensor(-115) |
|  Class 11 |      0.98     |      0.2638     |        0.9914       |        0.355         |     0.98     |     0.2296     |       0.9911       |        0.3664       |     0.95     |     0.0492     |       0.9903       |        0.366        |     230      |      114      |
|  Class 12 |      1.0      |      0.3308     |         0.99        |        0.3642        |     1.0      |     0.2349     |       0.9917       |        0.3636       |     0.98     |     0.055      |       0.9916       |        0.3631       |     230      |  tensor(-115) |
|  Class 13 |      1.0      |       0.35      |        0.9914       |        0.3612        |     1.0      |     0.2765     |       0.9912       |        0.3628       |     0.98     |     0.0585     |       0.9911       |        0.3481       |     230      |      114      |
|  Class 14 |      0.96     |      0.4238     |        0.9912       |        0.3457        |     0.95     |     0.2248     |       0.9914       |        0.3694       |     0.88     |     0.0418     |       0.9916       |        0.3655       |     230      |  tensor(-115) |
|  Class 15 |      1.0      |      0.3065     |        0.9908       |        0.364         |     1.0      |     0.2943     |       0.9913       |        0.3664       |     0.97     |     0.0762     |       0.9907       |        0.3592       |     230      |      132      |
|  Class 16 |      0.98     |      0.2774     |        0.9906       |        0.3579        |     0.99     |     0.2766     |       0.9911       |        0.3663       |     0.9      |     0.0592     |       0.991        |        0.3501       |     230      |  tensor(-115) |
|  Class 17 |      1.0      |      0.3433     |        0.9903       |        0.3484        |     1.0      |     0.3578     |       0.9915       |        0.3729       |     1.0      |     0.0879     |       0.9914       |        0.3642       |     230      |      112      |
|  Class 18 |      1.0      |      0.3147     |        0.9914       |        0.3627        |     1.0      |     0.315      |       0.9904       |        0.3606       |     0.98     |     0.0727     |       0.9907       |        0.3558       |     230      |  tensor(-115) |
|  Class 19 |      0.99     |      0.2011     |        0.9906       |        0.3549        |     1.0      |     0.3473     |       0.991        |        0.3638       |     0.85     |     0.1023     |       0.9915       |        0.3528       |     230      |      130      |
|  Class 20 |      1.0      |      0.3081     |        0.9905       |        0.3516        |     1.0      |     0.2418     |       0.9913       |        0.3638       |     0.98     |     0.0677     |       0.9916       |        0.359        |     230      |  tensor(-115) |
|  Class 21 |      1.0      |      0.3461     |        0.9914       |        0.3572        |     1.0      |     0.2889     |       0.9911       |        0.3678       |     0.99     |     0.0748     |       0.9908       |        0.3509       |     230      |      114      |
|  Class 22 |      0.99     |      0.3248     |        0.9908       |        0.3493        |     0.99     |     0.3223     |       0.9911       |        0.3725       |     0.98     |     0.0795     |       0.9908       |        0.3603       |     230      |  tensor(-115) |
|  Class 23 |      1.0      |      0.3556     |        0.9906       |        0.3585        |     1.0      |     0.2361     |       0.9911       |        0.3641       |     0.93     |     0.0451     |       0.9914       |        0.3569       |     230      |      120      |
|  Class 24 |      0.99     |      0.4227     |        0.991        |        0.3545        |     0.99     |     0.269      |       0.9908       |        0.365        |     0.98     |     0.0557     |       0.9912       |        0.3521       |     230      |  tensor(-115) |
|  Class 25 |      1.0      |      0.367      |        0.9911       |        0.3501        |     1.0      |     0.2849     |       0.9913       |        0.3712       |     0.99     |     0.0609     |       0.9915       |        0.362        |     230      |      119      |
|  Class 26 |      1.0      |      0.2484     |        0.9914       |        0.3608        |     1.0      |     0.3822     |       0.9911       |        0.3582       |     0.99     |     0.1271     |       0.991        |        0.3519       |     230      |  tensor(-115) |
|  Class 27 |      0.99     |      0.3385     |        0.991        |        0.3505        |     0.99     |     0.2222     |       0.9913       |        0.3726       |     0.96     |     0.0621     |       0.9916       |        0.3691       |     230      |      124      |
|  Class 28 |      1.0      |      0.3972     |        0.9914       |        0.367         |     1.0      |     0.2681     |       0.991        |        0.3588       |     0.96     |     0.0545     |       0.9911       |        0.3628       |     230      |  tensor(-115) |
|  Class 29 |      0.99     |      0.3706     |        0.9909       |        0.3608        |     0.99     |     0.3444     |       0.9915       |        0.3637       |     0.99     |     0.075      |       0.9919       |        0.3551       |     230      |      136      |
|  Class 30 |      0.98     |      0.2507     |        0.9919       |        0.354         |     0.98     |     0.276      |       0.9917       |        0.3722       |     0.94     |     0.0635     |       0.9913       |        0.363        |     230      |  tensor(-115) |
|  Class 31 |      1.0      |      0.4006     |        0.9909       |        0.3608        |     1.0      |     0.274      |       0.9912       |        0.3648       |     1.0      |     0.0563     |       0.9912       |        0.3618       |     230      |      121      |
|  Class 32 |      0.99     |      0.416      |        0.9913       |        0.3594        |     0.99     |     0.3025     |       0.9908       |        0.3633       |     0.99     |     0.0726     |       0.9911       |        0.3558       |     230      |  tensor(-115) |
|  Class 33 |      1.0      |      0.365      |        0.991        |        0.3539        |     1.0      |     0.3706     |       0.9911       |        0.3676       |     1.0      |     0.0813     |       0.9908       |        0.354        |     230      |      117      |
|  Class 34 |      1.0      |      0.3312     |        0.9908       |        0.3523        |     1.0      |     0.2997     |       0.9915       |        0.3674       |     0.99     |     0.0769     |       0.9905       |        0.3608       |     230      |  tensor(-115) |
|  Class 35 |      1.0      |      0.3771     |        0.9904       |        0.3588        |     1.0      |     0.2681     |       0.9914       |        0.3658       |     0.97     |     0.0629     |       0.9915       |        0.3547       |     230      |      119      |
|  Class 36 |      1.0      |      0.3374     |        0.9913       |        0.3529        |     1.0      |     0.3714     |       0.9911       |        0.3663       |     1.0      |     0.0712     |       0.991        |        0.3604       |     230      |  tensor(-115) |
|  Class 37 |      0.99     |      0.3149     |        0.991        |        0.3587        |     0.99     |     0.2859     |       0.9911       |        0.369        |     0.99     |     0.0644     |       0.9912       |        0.3619       |     230      |      124      |
|  Class 38 |      1.0      |      0.422      |        0.9911       |        0.3595        |     1.0      |     0.3188     |       0.9914       |        0.3644       |     1.0      |     0.0679     |       0.9907       |        0.3556       |     230      |  tensor(-115) |
|  Class 39 |      1.0      |      0.4392     |        0.9907       |        0.3531        |     1.0      |     0.3101     |       0.991        |        0.3703       |     0.99     |     0.0666     |       0.9912       |        0.3597       |     230      |      136      |
|  Class 40 |      1.0      |      0.3549     |        0.9911       |        0.3578        |     1.0      |     0.3403     |       0.9908       |        0.3675       |     1.0      |     0.0744     |       0.9914       |        0.3627       |     230      |  tensor(-115) |
|  Class 41 |      0.98     |      0.3248     |        0.9915       |        0.3611        |     0.98     |     0.2602     |       0.9909       |        0.3618       |     0.96     |     0.0654     |       0.9912       |        0.3558       |     230      |      123      |
|  Class 42 |     0.956     |      0.4052     |        0.9916       |        0.3531        |    0.952     |     0.3002     |       0.9917       |        0.3647       |    0.896     |     0.0637     |       0.9923       |        0.3576       |     230      |  tensor(-115) |
|  Class 43 |      0.98     |      0.3399     |        0.9908       |        0.3533        |     0.98     |     0.2692     |       0.9912       |        0.3608       |     0.96     |     0.0693     |       0.9916       |        0.3553       |     230      |      114      |
|  Class 44 |      0.99     |      0.3732     |        0.9914       |        0.3533        |     0.99     |     0.2675     |       0.991        |        0.3634       |     0.98     |     0.0642     |       0.9914       |        0.3512       |     230      |  tensor(-115) |
|  Class 45 |      1.0      |      0.4351     |        0.9912       |        0.3488        |     1.0      |     0.3323     |       0.9914       |        0.3663       |     1.0      |     0.0703     |       0.9911       |        0.3652       |     230      |      131      |
|  Class 46 |      0.98     |      0.3197     |        0.9912       |        0.3635        |     0.98     |     0.2328     |       0.9912       |        0.3639       |     0.95     |     0.0598     |       0.9909       |        0.3571       |     230      |  tensor(-115) |
|  Class 47 |      0.99     |      0.4241     |        0.9906       |        0.3548        |     0.99     |     0.2532     |       0.9912       |        0.3619       |     0.98     |     0.0577     |       0.9914       |        0.3524       |     230      |      116      |
|  Class 48 |      0.98     |      0.2981     |        0.9914       |        0.3508        |     0.98     |     0.2449     |       0.9909       |        0.3703       |     0.96     |     0.0636     |       0.9909       |        0.3513       |     230      |  tensor(-115) |
|  Class 49 |      0.98     |      0.3247     |        0.9908       |        0.3496        |     0.98     |     0.2682     |       0.991        |        0.3583       |     0.94     |     0.0718     |       0.9912       |        0.3607       |     230      |      136      |
|  Class 50 |      1.0      |      0.2894     |        0.9908       |        0.3594        |     1.0      |     0.3019     |       0.9916       |        0.3642       |     0.96     |     0.074      |       0.9913       |        0.359        |     230      |  tensor(-115) |
|  Class 51 |      1.0      |      0.4204     |        0.991        |        0.3568        |     1.0      |     0.2945     |       0.991        |        0.3614       |     1.0      |     0.0598     |       0.9904       |        0.353        |     230      |      121      |
|  Class 52 |      1.0      |      0.4521     |        0.9904       |        0.3504        |     1.0      |     0.3045     |       0.9912       |        0.362        |     1.0      |     0.0678     |       0.9913       |        0.359        |     230      |  tensor(-115) |
|  Class 53 |      1.0      |      0.3683     |        0.9913       |        0.357         |     1.0      |     0.2467     |       0.991        |        0.3641       |     0.97     |     0.0621     |       0.9915       |        0.3537       |     230      |      120      |
|  Class 54 |      0.97     |      0.3204     |        0.9915       |        0.352         |     0.96     |     0.2279     |       0.9914       |        0.3665       |     0.95     |     0.0601     |       0.9914       |        0.359        |     230      |  tensor(-115) |
|  Class 55 |      0.97     |      0.2974     |        0.9912       |        0.3575        |     0.94     |     0.1604     |       0.9919       |        0.373        |     0.86     |     0.0509     |       0.9919       |        0.3651       |     230      |      140      |
|  Class 56 |      0.99     |      0.3218     |        0.991        |        0.3636        |     0.99     |     0.2593     |       0.9904       |        0.362        |     0.92     |     0.0706     |       0.9902       |        0.3551       |     230      |  tensor(-115) |
|  Class 57 |      1.0      |      0.3705     |        0.9896       |        0.3532        |     1.0      |     0.2574     |       0.9913       |        0.3661       |     1.0      |     0.0513     |       0.9913       |        0.3516       |     230      |      111      |
|  Class 58 |      0.99     |      0.343      |        0.9914       |        0.3497        |     0.99     |     0.2804     |       0.9913       |        0.3659       |     0.97     |     0.0632     |       0.991        |        0.3623       |     230      |  tensor(-115) |
|  Class 59 |      1.0      |      0.516      |        0.9908       |        0.3593        |     1.0      |     0.2977     |       0.9914       |        0.3606       |     1.0      |     0.0556     |       0.9914       |        0.3603       |     230      |      110      |
|  Class 60 |      0.99     |      0.3823     |        0.9915       |        0.3581        |     0.98     |     0.1983     |       0.9911       |        0.365        |     0.95     |     0.0598     |       0.9905       |        0.3562       |     230      |  tensor(-115) |
|  Class 61 |      1.0      |      0.4547     |        0.9902       |        0.3537        |     1.0      |     0.2597     |       0.9915       |        0.375        |     0.99     |     0.046      |       0.9914       |        0.3661       |     230      |      120      |
|  Class 62 |      1.0      |      0.3573     |        0.9914       |        0.364         |     1.0      |     0.3684     |       0.991        |        0.3643       |     1.0      |     0.0814     |       0.9912       |        0.3543       |     230      |  tensor(-115) |
|  Class 63 |      1.0      |      0.3025     |        0.9912       |        0.3529        |     1.0      |     0.3809     |       0.9915       |        0.3712       |     1.0      |     0.086      |       0.9913       |        0.3622       |     230      |      119      |
|  Class 64 |      1.0      |      0.3519     |        0.9913       |        0.3604        |     1.0      |     0.3515     |       0.9914       |        0.3702       |     1.0      |     0.0802     |       0.9912       |        0.3536       |     230      |  tensor(-115) |
|  Class 65 |      0.98     |      0.3986     |        0.9914       |        0.3515        |     0.98     |     0.269      |       0.9913       |        0.3753       |     0.98     |     0.0655     |       0.9914       |        0.3623       |     230      |      139      |
|  Class 66 |      1.0      |      0.3825     |        0.9913       |        0.3602        |     1.0      |     0.3407     |       0.9908       |        0.3621       |     1.0      |     0.0842     |       0.9907       |        0.3596       |     230      |  tensor(-115) |
|  Class 67 |      0.98     |      0.3355     |        0.9908       |        0.3579        |     0.98     |     0.2677     |       0.9915       |        0.3675       |     0.9      |     0.0588     |       0.9914       |        0.3621       |     230      |      113      |
|  Class 68 |      0.98     |      0.4135     |        0.9909       |        0.3599        |     0.96     |     0.1732     |       0.9906       |        0.3627       |     0.92     |     0.0476     |       0.9913       |        0.3569       |     230      |  tensor(-115) |
|  Class 69 |      1.0      |      0.3194     |        0.9908       |        0.3553        |     0.99     |     0.3435     |       0.9912       |        0.375        |     0.98     |      0.08      |       0.9914       |        0.3555       |     230      |      120      |
|  Class 70 |      0.99     |      0.4841     |        0.9913       |        0.3528        |     0.99     |     0.3027     |       0.9909       |        0.3656       |     0.95     |     0.0562     |       0.9912       |        0.3494       |     230      |  tensor(-115) |
|  Class 71 |      1.0      |      0.2912     |        0.9909       |        0.3479        |     0.99     |     0.2311     |       0.991        |        0.3744       |     0.91     |     0.0531     |       0.9907       |        0.3542       |     230      |      121      |
|  Class 72 |      0.99     |      0.3849     |        0.9902       |        0.3522        |     0.99     |      0.23      |       0.9914       |        0.3702       |     0.98     |     0.054      |       0.9912       |        0.3643       |     230      |  tensor(-115) |
|  Class 73 |      1.0      |      0.2934     |        0.9911       |        0.3628        |     1.0      |     0.3102     |       0.9914       |        0.3664       |     1.0      |     0.0778     |       0.9911       |        0.3595       |     230      |      109      |
|  Class 74 |      1.0      |      0.4398     |        0.9911       |        0.3571        |     1.0      |     0.2538     |       0.9914       |        0.3689       |     1.0      |     0.0495     |       0.9911       |        0.3526       |     230      |  tensor(-115) |
|  Class 75 |      0.96     |      0.2024     |        0.9914       |        0.3515        |     0.95     |      0.18      |       0.9917       |        0.3694       |     0.88     |     0.0553     |       0.9919       |        0.3615       |     230      |      126      |
|  Class 76 |      0.98     |      0.404      |        0.9912       |        0.3595        |     0.98     |     0.3106     |       0.991        |        0.3752       |     0.95     |     0.053      |       0.9912       |        0.3626       |     230      |  tensor(-115) |
|  Class 77 |      1.0      |      0.3463     |        0.9909       |        0.3608        |     1.0      |     0.242      |       0.9913       |        0.3642       |     0.95     |     0.0623     |       0.9912       |        0.3477       |     230      |      111      |
|  Class 78 |      0.99     |      0.3473     |        0.9909       |        0.3459        |     0.99     |     0.3391     |       0.9907       |        0.3681       |     0.99     |     0.0733     |       0.9908       |        0.3603       |     230      |  tensor(-115) |
|  Class 79 |      1.0      |      0.3251     |        0.9908       |        0.3587        |     1.0      |     0.3166     |       0.9912       |        0.3702       |     0.98     |     0.0702     |       0.9911       |        0.3662       |     230      |      122      |
|  Class 80 |      0.99     |      0.4093     |        0.991        |        0.364         |     1.0      |     0.3016     |       0.991        |        0.3602       |     0.99     |     0.0637     |       0.9916       |        0.3546       |     230      |  tensor(-115) |
|  Class 81 |      1.0      |      0.3241     |        0.9915       |        0.3529        |     1.0      |     0.3979     |       0.9909       |        0.3683       |     0.98     |     0.0898     |       0.9911       |        0.3657       |     230      |      123      |
|  Class 82 |      0.96     |      0.3212     |        0.9912       |        0.3642        |     0.96     |     0.2191     |       0.9917       |        0.3601       |     0.91     |     0.0719     |       0.9916       |        0.3513       |     230      |  tensor(-115) |
|  Class 83 |      0.97     |      0.4066     |        0.9912       |        0.3493        |     0.97     |     0.2431     |       0.9913       |        0.364        |     0.97     |     0.0612     |       0.9913       |        0.3607       |     230      |      135      |
|  Class 84 |      1.0      |      0.3801     |        0.9911       |        0.3586        |     1.0      |     0.3383     |       0.9912       |        0.3618       |     1.0      |     0.0642     |       0.991        |        0.3489       |     230      |  tensor(-115) |
|  Class 85 |      0.99     |      0.2875     |        0.9911       |        0.3474        |     0.99     |     0.2805     |       0.9917       |        0.3722       |     0.95     |     0.072      |       0.9913       |        0.3714       |     230      |      136      |
|  Class 86 |      1.0      |      0.4181     |        0.991        |        0.3692        |     1.0      |     0.2732     |       0.9911       |        0.3504       |     0.98     |     0.0549     |       0.9916       |        0.3554       |     230      |  tensor(-115) |
|  Class 87 |      0.99     |      0.3181     |        0.9916       |        0.3537        |     0.99     |     0.2374     |       0.9906       |        0.3658       |     0.93     |     0.0567     |       0.9914       |        0.362        |     230      |      135      |
|  Class 88 |      1.0      |      0.481      |        0.9909       |        0.3593        |     1.0      |     0.3171     |       0.9914       |        0.3617       |     1.0      |     0.064      |       0.9912       |        0.3545       |     230      |  tensor(-115) |
|  Class 89 |      1.0      |      0.3419     |        0.9912       |        0.3526        |     1.0      |     0.337      |       0.991        |        0.3571       |     0.99     |     0.0848     |       0.991        |        0.3643       |     230      |      132      |
|  Class 90 |      0.97     |      0.3277     |        0.9912       |        0.3627        |     0.97     |     0.2438     |       0.9913       |        0.3619       |     0.94     |     0.0657     |       0.9914       |        0.3493       |     230      |  tensor(-115) |
|  Class 91 |      0.98     |      0.2244     |        0.9912       |        0.3484        |     0.98     |     0.3247     |       0.9915       |        0.3676       |     0.93     |     0.0938     |       0.9914       |        0.359        |     230      |      114      |
|  Class 92 |      1.0      |      0.4445     |        0.9909       |        0.3568        |     0.99     |     0.2724     |       0.9916       |        0.3602       |     0.99     |     0.0738     |       0.9914       |        0.3632       |     230      |  tensor(-115) |
|  Class 93 |      0.99     |      0.2861     |        0.9914       |        0.3618        |     0.98     |     0.2842     |       0.9913       |        0.3599       |     0.97     |     0.0861     |       0.9911       |        0.3599       |     230      |      123      |
|  Class 94 |      1.0      |      0.3376     |        0.9909       |        0.3583        |     1.0      |     0.3913     |       0.9912       |        0.3689       |     0.99     |     0.0857     |       0.9914       |        0.3514       |     230      |  tensor(-115) |
|  Class 95 |      0.99     |      0.3922     |        0.9914       |        0.3494        |     0.99     |     0.2243     |       0.9908       |        0.3653       |     0.98     |     0.0613     |       0.9908       |        0.3593       |     230      |      121      |
|  Class 96 |      0.98     |      0.3775     |        0.9908       |        0.3573        |     0.97     |     0.2312     |       0.9916       |        0.3684       |     0.94     |     0.0497     |       0.9911       |        0.3634       |     230      |  tensor(-115) |
|  Class 97 |      1.0      |      0.3356     |        0.9907       |        0.3616        |     1.0      |     0.2906     |       0.991        |        0.352        |     1.0      |     0.0662     |       0.9911       |        0.3511       |     230      |      129      |
|  Class 98 |      1.0      |      0.3599     |        0.9911       |        0.3491        |     1.0      |     0.3245     |       0.9912       |        0.3725       |     1.0      |     0.0786     |       0.9914       |        0.3607       |     230      |  tensor(-115) |
|  Class 99 |      0.98     |      0.3887     |        0.9915       |        0.3586        |     0.98     |     0.2459     |       0.9914       |        0.3723       |     0.97     |     0.054      |       0.9913       |        0.3661       |     230      |      137      |
| Class 100 |      1.0      |      0.3984     |        0.9911       |        0.3639        |     1.0      |     0.4158     |       0.9915       |        0.364        |     0.99     |     0.0855     |       0.9912       |        0.3465       |     230      |  tensor(-115) |
| Class 101 |      1.0      |      0.3569     |        0.9912       |        0.3447        |     1.0      |     0.3426     |       0.9906       |        0.3688       |     0.95     |     0.0606     |       0.991        |        0.3645       |     230      |      125      |
| Class 102 |      0.99     |      0.4438     |        0.9907       |        0.362         |     0.99     |     0.2292     |       0.9914       |        0.3659       |     0.99     |     0.0482     |       0.9914       |        0.3614       |     230      |  tensor(-115) |
| Class 103 |      1.0      |      0.3624     |        0.9913       |        0.3594        |     0.99     |     0.257      |       0.9914       |        0.3602       |     0.95     |     0.0603     |       0.9914       |        0.3579       |     230      |      118      |
| Class 104 |      0.99     |      0.2558     |        0.9911       |        0.3567        |     0.99     |     0.2595     |       0.9914       |        0.3655       |     0.98     |     0.0751     |       0.9916       |        0.3563       |     230      |  tensor(-115) |
| Class 105 |      1.0      |      0.3359     |        0.9915       |        0.3546        |     1.0      |     0.2142     |       0.991        |        0.3645       |     0.96     |     0.0596     |       0.9913       |        0.3679       |     230      |      118      |
| Class 106 |      1.0      |      0.3218     |        0.991        |        0.3662        |     1.0      |     0.2686     |       0.9914       |        0.3618       |     0.98     |     0.072      |       0.9908       |        0.3507       |     230      |  tensor(-115) |
| Class 107 |      0.99     |      0.334      |        0.9907       |        0.349         |     0.99     |     0.2123     |       0.9913       |        0.3672       |     0.98     |     0.0546     |       0.9913       |        0.3635       |     230      |      123      |
| Class 108 |      0.99     |      0.3226     |        0.9912       |        0.3618        |     0.99     |     0.2734     |       0.9912       |        0.3678       |     0.99     |     0.0632     |       0.9916       |        0.3531       |     230      |  tensor(-115) |
| Class 109 |      0.99     |      0.3311     |        0.9916       |        0.3514        |     0.99     |     0.2978     |       0.9914       |        0.374        |     0.96     |     0.0689     |       0.9906       |        0.359        |     230      |      125      |
